userid,courseid,num_video_views,num_quiz_attempts,num_assignments_submitted,num_grade_views,num_total_events,first_time,last_time,duration_days
7951,3114,0,0,0,0,3,2022-12-13 14:40:11,2023-01-11 19:53:36,30
7951,3116,0,0,0,6,16,2022-12-13 14:40:07,2023-01-12 17:49:51,31
7968,0,0,0,0,0,88,2022-09-02 06:17:53,2023-01-23 17:05:58,144
7968,1,0,0,0,5,5,2022-09-19 01:44:52,2022-11-16 06:12:58,59
7968,854,0,0,0,0,4,2022-10-19 18:28:30,2023-01-15 17:03:36,88
7968,1158,0,0,0,0,2,2022-10-19 18:28:37,2022-12-13 00:27:03,55
7968,1269,0,0,0,0,3,2022-10-19 18:27:47,2023-01-11 14:54:51,84
7968,1954,6,0,0,1,29,2022-10-19 18:25:45,2023-01-15 17:03:48,88
7968,2539,0,0,0,0,22,2022-10-19 18:27:31,2023-01-23 17:05:59,96
7983,0,0,0,0,0,36,2022-09-13 15:33:29,2022-12-23 14:15:39,101
7983,1,0,0,0,3,3,2022-11-10 12:07:18,2022-12-23 14:15:24,44
7983,2124,3,0,0,0,4,2022-09-13 15:33:47,2022-09-13 15:34:03,1
7983,2720,3,0,10,0,20,2022-09-16 12:19:19,2022-12-23 14:14:57,99
7983,2726,0,0,0,0,1,2022-11-06 09:43:09,2022-11-06 09:43:09,1
7983,2748,12,0,18,0,60,2022-09-16 12:19:16,2022-12-23 14:15:16,99
7983,2749,0,0,0,0,3,2022-09-16 12:19:13,2022-10-30 10:50:52,44
7983,3089,0,0,0,0,2,2022-09-16 12:19:09,2022-10-30 10:50:49,44
7983,3109,0,0,0,0,2,2022-10-16 12:02:32,2022-10-30 10:50:46,14
7996,0,0,0,0,0,1,2022-09-12 07:51:57,2022-09-12 07:51:57,1
8008,0,0,0,0,0,6,2022-09-02 15:37:26,2022-10-26 06:13:47,54
8008,1,0,0,0,2,2,2022-09-02 15:37:35,2022-10-26 06:13:43,54
8034,0,0,0,0,0,21,2022-11-14 07:37:00,2022-12-20 12:11:28,37
8034,1,0,0,0,2,2,2022-12-20 07:57:09,2022-12-20 12:11:34,1
8034,1519,0,0,0,0,1,2022-12-01 18:14:08,2022-12-01 18:14:08,1
8034,2187,0,0,0,0,11,2022-12-01 18:14:14,2022-12-14 08:08:56,13
8034,2188,4,83,3,0,107,2022-11-30 19:00:32,2022-12-20 12:11:44,20
8034,2190,0,0,0,0,3,2022-11-30 19:00:28,2022-12-14 08:17:05,14
8034,2191,0,0,0,0,2,2022-11-30 19:00:20,2022-12-13 06:56:15,13
8034,2192,6,0,10,0,25,2022-11-30 19:00:05,2022-12-16 08:57:52,16
8034,2605,1,0,0,0,3,2022-11-30 18:59:17,2022-12-13 06:51:44,13
8034,2932,0,0,0,0,2,2022-11-30 18:59:55,2022-12-13 06:52:02,13
8034,3088,0,0,0,0,1,2022-12-13 06:51:54,2022-12-13 06:51:54,1
8043,0,0,0,0,0,3,2022-10-14 09:25:36,2023-01-10 09:51:35,89
8043,1,0,0,0,0,1,2023-01-10 10:08:12,2023-01-10 10:08:12,1
8043,679,10,0,0,0,15,2023-01-10 09:51:52,2023-01-10 11:43:00,1
8043,946,3,0,0,0,6,2022-10-14 09:25:36,2022-10-14 09:27:22,1
8043,953,0,0,0,0,1,2023-01-10 09:51:42,2023-01-10 09:51:42,1
8053,0,0,0,0,0,219,2022-09-06 18:35:43,2023-01-18 18:00:08,134
8053,1,0,0,0,4,12,2022-09-20 13:41:42,2023-01-18 17:58:14,121
8053,1519,2,0,0,13,56,2022-09-26 17:40:14,2023-01-18 17:59:57,115
8053,2464,37,0,4,22,124,2022-09-20 13:41:25,2023-01-17 19:05:42,120
8053,2497,0,0,0,11,64,2022-09-06 18:35:44,2023-01-15 14:17:41,131
8053,2499,25,0,48,16,178,2022-09-20 13:40:57,2023-01-17 19:05:49,120
8053,2721,5,0,0,14,76,2022-09-20 13:39:57,2023-01-17 19:05:56,120
8053,2722,59,0,27,18,220,2022-09-20 13:38:47,2023-01-17 19:06:01,120
8053,2724,7,0,82,25,198,2022-09-20 13:36:38,2023-01-17 19:06:06,120
8053,2725,1,0,4,10,77,2022-09-20 13:36:29,2023-01-17 19:06:17,120
8053,2726,0,0,0,12,67,2022-09-20 13:36:26,2023-01-17 19:06:24,120
8053,2727,22,0,0,14,122,2022-09-06 18:35:47,2023-01-17 19:06:33,134
8100,0,0,0,0,0,4,2023-01-17 09:09:40,2023-01-21 11:00:22,5
8137,0,0,0,0,0,83,2022-09-17 06:32:59,2023-01-22 18:47:32,128
8137,1,0,0,0,0,3,2022-09-29 13:04:12,2023-01-21 10:26:56,114
8137,842,12,0,0,0,32,2022-09-18 08:47:14,2023-01-22 18:47:28,127
8137,847,0,0,0,0,1,2022-09-17 06:33:22,2022-09-17 06:33:22,1
8137,1028,14,0,0,0,32,2022-10-06 10:19:43,2022-11-12 09:58:53,37
8137,2361,5,0,0,0,10,2022-09-29 13:04:30,2022-10-26 12:05:19,27
8137,2369,0,0,0,0,5,2022-12-14 14:11:42,2023-01-21 10:26:48,38
8137,2733,12,0,0,0,19,2022-09-24 05:12:19,2022-12-30 18:04:47,98
8137,2734,10,27,29,0,111,2022-11-07 11:57:03,2023-01-22 19:26:50,77
8137,2736,8,0,0,0,13,2023-01-04 12:05:03,2023-01-12 14:34:17,9
8149,0,0,0,0,0,10,2022-10-09 11:06:39,2022-12-06 10:37:13,58
8149,1,0,0,0,1,1,2022-12-06 10:37:28,2022-12-06 10:37:28,1
8149,2857,0,0,0,1,2,2022-11-20 14:48:22,2022-11-20 14:49:01,1
8149,2860,0,0,0,0,2,2022-10-09 11:06:51,2022-11-20 14:47:13,43
8150,0,0,0,0,0,4,2022-11-13 18:16:12,2022-11-13 18:17:37,1
8157,0,0,0,0,0,18,2022-09-01 07:28:04,2023-01-24 22:53:09,146
8157,1,0,0,0,4,4,2022-09-01 07:28:09,2023-01-23 22:24:42,145
8157,1502,0,0,0,0,1,2022-09-01 07:28:18,2022-09-01 07:28:18,1
8157,1519,1,0,0,0,5,2023-01-23 21:32:00,2023-01-24 00:18:59,1
8157,2187,2,0,0,0,5,2022-10-19 20:57:48,2022-12-14 05:07:55,56
8157,2188,2,56,2,0,62,2022-12-14 05:09:52,2022-12-14 22:47:38,1
8157,2191,0,0,0,0,1,2022-12-14 05:09:36,2022-12-14 05:09:36,1
8157,2192,0,0,3,0,5,2022-12-14 05:09:44,2023-01-24 22:53:37,42
8157,2605,0,0,0,0,1,2023-01-23 22:23:00,2023-01-23 22:23:00,1
8189,0,0,0,0,0,13,2022-12-03 08:41:08,2022-12-20 17:32:16,18
8189,1,0,0,0,3,3,2022-12-14 14:18:37,2022-12-20 17:33:00,7
8189,2187,0,0,0,0,2,2022-12-12 19:29:12,2022-12-14 13:36:27,2
8189,2188,1,77,2,0,87,2022-12-03 08:41:55,2022-12-14 14:18:26,12
8189,2192,2,0,10,0,22,2022-12-03 08:43:09,2022-12-20 17:32:28,18
8197,0,0,0,0,0,164,2022-09-05 06:23:57,2023-01-23 10:02:42,141
8197,816,13,0,18,3,95,2022-09-05 06:24:00,2022-11-06 18:14:46,63
8197,1698,13,0,45,8,175,2022-09-05 06:26:09,2022-11-06 18:14:41,63
8197,1699,0,0,0,1,38,2022-09-15 05:40:52,2023-01-23 10:02:47,131
8302,0,0,0,0,0,97,2022-09-06 09:02:54,2023-01-09 09:45:20,126
8302,1445,43,53,1,0,159,2022-09-08 07:50:34,2022-11-20 09:24:27,74
8302,2015,3,0,0,0,10,2022-09-07 11:30:49,2022-11-20 09:24:42,74
8302,2016,3,0,0,0,16,2022-09-09 08:25:22,2022-11-20 09:24:48,73
8302,2018,39,0,0,0,98,2022-09-12 20:39:36,2022-11-20 09:24:54,69
8302,2020,1,0,0,0,17,2022-09-09 08:24:36,2023-01-03 11:02:44,117
8302,2022,19,0,0,0,60,2022-09-12 20:39:26,2023-01-09 09:45:41,119
8302,2432,0,0,0,0,15,2022-09-26 11:07:48,2023-01-02 18:14:14,99
8302,2623,0,0,0,0,27,2022-09-06 11:21:22,2023-01-02 18:13:42,119
8302,2703,26,0,0,0,71,2022-09-06 09:21:36,2023-01-02 18:13:39,119
8314,0,0,0,0,0,103,2022-09-06 09:03:01,2023-01-12 20:09:44,129
8314,1,0,0,0,5,5,2022-10-10 09:51:27,2022-12-12 12:27:48,64
8314,1445,25,77,1,4,131,2022-09-18 16:21:33,2022-11-19 14:34:19,62
8314,2015,0,0,0,2,9,2022-09-18 16:21:30,2022-10-21 09:59:31,33
8314,2016,7,0,0,0,18,2022-09-18 16:20:24,2022-11-19 14:34:46,62
8314,2018,39,0,0,0,90,2022-09-18 16:22:00,2022-11-13 19:41:51,57
8314,2019,1,0,0,0,2,2022-12-13 11:59:09,2022-12-13 11:59:13,1
8314,2020,5,0,0,1,9,2022-10-20 11:44:48,2022-10-21 09:58:30,1
8314,2022,11,0,0,0,24,2022-09-18 16:21:25,2023-01-02 17:33:58,107
8314,2432,6,0,0,1,17,2022-10-20 11:44:26,2023-01-12 20:09:38,85
8314,2623,0,0,0,0,6,2022-09-18 16:21:20,2023-01-12 20:08:42,117
8314,2703,11,0,0,1,35,2022-09-13 10:26:07,2022-11-01 19:21:39,50
8329,0,0,0,0,0,302,2022-09-06 09:03:12,2023-01-21 21:57:27,138
8329,1,0,0,0,15,34,2022-09-06 13:55:30,2023-01-21 21:57:09,138
8329,511,0,0,0,0,1,2022-11-21 08:33:06,2022-11-21 08:33:06,1
8329,1445,6,71,1,1,95,2022-09-08 05:56:00,2022-11-07 07:56:12,61
8329,2015,0,0,0,1,6,2022-09-08 05:56:03,2022-11-07 07:01:29,61
8329,2016,1,0,0,3,15,2022-09-08 05:55:52,2022-11-05 09:52:44,59
8329,2018,8,0,0,0,31,2022-09-08 05:56:06,2022-11-14 06:32:52,68
8329,2020,0,0,0,1,10,2022-09-08 05:55:56,2022-11-03 09:52:08,57
8329,2022,11,0,0,0,21,2022-10-06 05:23:45,2023-01-04 09:52:55,91
8329,2432,2,0,0,0,12,2022-10-06 05:23:43,2023-01-03 10:31:18,90
8329,2623,0,0,0,0,5,2022-10-06 05:23:41,2023-01-03 10:31:16,90
8329,2703,6,0,0,3,35,2022-09-08 05:56:09,2023-01-03 10:31:13,118
8359,0,0,0,0,0,29,2022-09-08 17:28:01,2023-01-18 22:17:09,133
8359,1,0,0,0,1,3,2023-01-18 21:59:28,2023-01-18 22:15:44,1
8428,0,0,0,0,0,17,2022-11-22 16:31:20,2022-11-22 16:36:07,1
8428,1,0,0,0,1,4,2022-11-22 16:31:39,2022-11-22 16:34:18,1
8428,1434,0,0,0,0,2,2022-11-22 16:32:10,2022-11-22 16:33:06,1
8483,0,0,0,0,0,21,2022-09-17 15:39:54,2023-01-23 12:56:55,128
8483,1,0,0,0,1,2,2023-01-23 12:56:58,2023-01-23 12:57:21,1
8483,1871,2,0,20,4,43,2022-10-02 11:17:44,2023-01-23 12:57:45,114
8483,1873,4,0,0,0,7,2022-09-17 15:40:05,2022-12-19 14:49:09,93
8487,0,0,0,0,0,127,2022-09-22 07:24:25,2023-01-24 18:16:09,125
8487,1,0,0,0,12,13,2022-09-22 07:26:55,2023-01-24 18:16:03,125
8487,2492,50,0,38,0,155,2022-09-22 07:25:16,2023-01-24 06:31:54,124
8487,2742,0,0,0,0,4,2022-09-22 07:24:37,2023-01-10 07:15:42,110
8487,2746,29,0,6,0,63,2022-10-08 11:39:47,2022-11-30 11:59:12,54
8487,2778,2,0,0,0,7,2022-11-30 11:32:01,2023-01-09 08:30:34,40
8487,2909,14,0,0,0,33,2022-09-22 07:24:50,2023-01-10 08:38:27,111
8490,0,0,0,0,0,124,2022-09-06 19:24:37,2023-01-10 07:33:41,126
8490,1,0,0,0,15,18,2022-09-07 07:58:28,2022-12-30 11:03:20,115
8490,1445,38,56,1,0,172,2022-09-06 19:30:34,2023-01-10 07:50:48,126
8490,2015,23,0,6,0,66,2022-09-06 19:26:21,2022-10-10 06:22:16,34
8490,2016,8,0,0,0,21,2022-09-06 19:33:06,2023-01-10 07:52:00,126
8490,2018,30,0,0,0,120,2022-09-06 19:29:39,2023-01-10 07:53:36,126
8490,2019,1,0,0,0,4,2022-11-26 21:05:54,2022-11-26 21:06:38,1
8490,2020,9,0,0,0,23,2022-09-09 16:58:24,2023-01-10 07:51:38,123
8490,2022,41,0,0,0,120,2022-09-06 19:30:15,2023-01-10 07:50:31,126
8490,2623,0,0,0,0,6,2022-09-09 17:02:25,2022-10-18 10:37:49,39
8490,2703,18,0,0,0,62,2022-09-06 19:25:15,2023-01-10 07:52:08,126
8492,0,0,0,0,0,97,2022-09-09 06:54:32,2023-01-16 14:57:22,130
8492,1445,8,85,1,0,101,2022-09-15 09:18:10,2022-10-06 05:58:50,21
8492,2015,0,0,0,0,1,2022-12-30 10:02:55,2022-12-30 10:02:55,1
8492,2016,1,0,0,0,4,2022-09-09 06:55:12,2022-10-20 13:59:42,42
8492,2018,23,0,0,0,90,2022-09-12 11:18:45,2023-01-16 14:57:17,127
8492,2020,0,0,0,0,3,2022-10-04 05:18:42,2022-10-24 14:52:43,21
8492,2022,40,0,0,0,68,2022-09-26 07:53:19,2023-01-16 14:57:33,113
8492,2703,5,0,0,0,12,2022-09-12 18:12:42,2022-11-11 09:17:52,60
8496,0,0,0,0,0,13,2022-09-30 07:03:40,2023-01-21 02:48:21,113
8496,1869,0,0,0,0,1,2022-11-07 09:10:03,2022-11-07 09:10:03,1
8496,1870,0,0,0,0,1,2022-09-30 07:07:52,2022-09-30 07:07:52,1
8496,1871,3,0,12,0,29,2022-09-30 07:03:55,2023-01-08 21:51:45,101
8496,1872,0,0,0,0,1,2022-09-30 07:07:59,2022-09-30 07:07:59,1
8496,1873,1,0,0,0,2,2022-12-11 09:08:26,2022-12-11 09:08:38,1
8517,0,0,0,0,0,12,2022-11-14 17:52:44,2022-12-22 12:25:52,38
8517,1,0,0,0,3,3,2022-11-23 18:40:33,2022-12-22 12:26:38,29
8517,2673,2,0,29,0,47,2022-11-14 17:53:23,2022-12-22 12:26:23,38
8518,0,0,0,0,0,30,2022-09-01 17:03:33,2022-11-02 16:44:41,62
8518,1,0,0,0,3,3,2022-09-01 17:03:52,2022-11-02 09:16:16,62
8518,1698,0,0,4,0,15,2022-09-13 05:20:49,2022-10-02 13:00:44,20
8518,2301,4,0,0,0,12,2022-11-02 09:15:11,2022-11-02 14:10:42,1
8518,2308,2,0,0,0,5,2022-11-01 16:24:33,2022-11-02 09:15:01,1
8518,2783,0,0,0,0,3,2022-11-02 09:15:46,2022-11-02 09:16:01,1
8524,0,0,0,0,0,22,2022-09-08 08:08:27,2023-01-08 18:55:24,123
8524,1,0,0,0,0,3,2022-10-04 16:14:31,2022-11-07 08:29:00,34
8524,1231,0,0,0,0,1,2022-09-08 08:08:57,2022-09-08 08:08:57,1
8524,1842,1,0,0,0,2,2022-09-14 18:02:25,2022-09-14 18:02:36,1
8524,1863,2,0,0,0,5,2022-09-08 08:09:45,2022-09-08 08:10:37,1
8524,1865,3,0,0,0,6,2022-09-08 08:08:39,2022-10-04 16:08:57,27
8524,1867,2,0,4,0,13,2022-09-12 17:23:21,2022-10-04 16:15:23,22
8524,1869,0,0,0,0,1,2022-11-07 08:28:54,2022-11-07 08:28:54,1
8524,1870,0,0,0,0,4,2022-09-12 17:23:13,2022-12-13 19:05:17,93
8524,1871,4,0,12,0,26,2022-09-14 17:41:52,2023-01-08 18:55:21,117
8524,1873,8,0,0,0,12,2022-09-15 17:30:38,2022-12-17 20:15:50,94
8549,0,0,0,0,0,32,2022-10-11 16:16:25,2022-11-26 21:38:17,47
8549,1,0,0,0,1,1,2022-11-24 12:44:18,2022-11-24 12:44:18,1
8549,2673,5,0,50,0,82,2022-10-11 16:16:31,2022-11-26 21:38:19,47
8565,0,0,0,0,0,123,2022-09-08 15:49:54,2023-01-23 16:07:38,138
8565,1,0,0,0,44,45,2022-09-08 15:55:04,2023-01-14 22:56:20,129
8565,1157,0,0,0,4,11,2022-09-13 14:59:43,2023-01-16 12:24:25,125
8565,1812,0,0,0,1,5,2022-09-13 14:59:41,2023-01-23 16:08:04,133
8565,1813,0,0,0,2,7,2022-09-13 14:59:38,2023-01-23 16:08:21,133
8565,1815,0,0,0,6,15,2022-09-12 14:30:45,2023-01-12 15:51:44,123
8565,2818,0,0,0,6,10,2022-09-13 14:59:30,2023-01-06 09:42:57,115
8565,2821,0,0,0,1,5,2022-09-13 14:59:28,2023-01-06 09:42:19,115
8565,2913,10,0,0,2,23,2022-09-13 14:58:56,2023-01-10 22:13:35,120
8565,2914,7,0,0,0,20,2022-09-13 14:59:20,2023-01-10 22:13:05,120
8565,2923,28,0,0,8,93,2022-09-08 15:50:25,2023-01-10 22:13:02,125
8565,3014,0,0,0,3,18,2022-09-08 15:49:58,2023-01-16 12:25:58,130
8565,3085,2,0,0,3,19,2022-09-08 15:50:00,2023-01-05 20:29:00,120
8565,3125,0,0,0,35,60,2022-12-03 15:12:28,2023-01-23 16:08:00,52
8589,0,0,0,0,0,36,2022-09-24 12:30:42,2022-11-26 21:11:53,64
8589,1,0,0,0,1,2,2022-11-23 21:06:59,2022-11-24 12:48:39,1
8589,2673,2,0,58,3,94,2022-09-24 12:31:03,2022-11-26 21:11:31,64
8590,0,0,0,0,0,18,2022-09-16 18:39:22,2023-01-22 17:17:07,128
8590,1,0,0,0,0,1,2022-12-18 18:52:44,2022-12-18 18:52:44,1
8590,1193,0,0,0,0,5,2022-09-16 18:44:25,2023-01-03 20:59:38,110
8590,1211,0,0,0,2,9,2022-09-16 18:43:45,2023-01-22 17:28:53,128
8590,1231,0,0,0,0,6,2022-09-16 18:41:39,2023-01-22 17:28:33,128
8590,1842,0,0,0,0,1,2022-09-16 18:41:19,2022-09-16 18:41:19,1
8590,1861,0,0,0,0,6,2022-09-16 18:41:16,2023-01-22 17:25:48,128
8590,1864,0,0,0,0,6,2022-09-16 18:41:09,2023-01-22 17:25:44,128
8590,1866,0,0,0,0,6,2022-09-16 18:41:07,2023-01-22 17:25:39,128
8590,1867,1,0,0,2,11,2022-09-16 18:40:35,2023-01-22 17:25:36,128
8590,1869,0,0,0,0,7,2022-09-16 18:40:28,2023-01-22 17:25:34,128
8590,1870,0,0,0,0,7,2022-09-16 18:40:22,2023-01-22 17:25:30,128
8590,1871,0,0,0,0,8,2022-09-16 18:39:48,2023-01-22 17:25:24,128
8590,1873,5,0,0,0,17,2022-09-16 18:39:27,2023-01-22 17:25:10,128
8594,0,0,0,0,0,104,2022-10-02 09:17:54,2023-01-24 10:53:05,115
8594,1,0,0,0,5,5,2022-12-06 12:54:42,2023-01-24 10:52:57,49
8594,2321,26,0,4,0,111,2022-10-29 07:52:38,2023-01-19 08:06:18,83
8594,2323,0,0,0,0,1,2022-11-05 12:59:59,2022-11-05 12:59:59,1
8594,2328,13,0,14,0,49,2022-10-29 07:53:07,2023-01-18 10:43:35,82
8594,2331,13,0,16,0,51,2022-11-05 12:56:09,2023-01-15 12:58:22,72
8594,2336,0,0,0,0,2,2022-11-05 12:56:44,2022-11-05 12:58:28,1
8594,2548,3,0,0,0,8,2022-11-05 12:57:01,2022-12-21 05:53:29,46
8594,3035,0,0,0,0,2,2022-10-29 07:29:05,2022-11-05 12:58:34,8
8598,0,0,0,0,0,104,2022-09-08 08:18:22,2023-01-19 07:35:35,133
8598,1,0,0,0,8,8,2022-10-06 05:50:37,2023-01-19 07:35:38,106
8598,1445,29,46,1,0,107,2022-09-28 19:58:17,2022-10-06 05:50:42,8
8598,2016,5,0,0,0,12,2022-10-20 13:47:52,2022-10-20 14:35:18,1
8598,2018,28,0,0,0,89,2022-09-18 16:45:46,2022-12-03 17:34:39,77
8598,2022,60,0,0,0,123,2022-11-05 09:29:55,2023-01-10 13:00:21,67
8598,2703,20,0,0,0,49,2022-09-08 08:19:10,2022-10-25 09:26:34,48
8601,0,0,0,0,0,19,2022-09-03 16:30:59,2022-12-23 06:07:42,111
8601,1,0,0,0,2,2,2022-09-03 16:32:01,2022-11-16 10:16:31,74
8601,2074,5,0,6,0,15,2022-10-02 08:10:25,2022-10-02 08:59:36,1
8601,2075,0,0,0,0,10,2022-10-02 08:09:44,2022-10-02 08:58:20,1
8601,2076,0,0,8,0,13,2022-10-02 08:08:56,2022-10-16 17:13:39,15
8601,2603,6,0,0,1,14,2022-10-02 09:01:04,2022-10-16 17:42:53,15
8601,3091,9,0,8,1,34,2022-10-02 08:59:44,2022-11-16 10:15:18,46
8602,0,0,0,0,0,1581,2022-09-01 18:16:55,2023-01-24 18:14:49,145
8602,1,0,0,0,0,135,2022-09-04 16:01:42,2023-01-24 18:14:31,143
8602,2492,48,0,14,27,209,2022-09-01 18:17:59,2023-01-24 00:05:01,145
8602,2778,0,0,0,3,18,2022-12-04 17:00:35,2023-01-22 12:54:17,49
8602,2905,8,0,4,39,148,2022-09-01 18:17:20,2023-01-24 18:14:49,145
8602,2906,0,0,0,19,68,2022-09-01 18:17:17,2023-01-22 12:53:57,143
8602,2907,0,0,0,15,72,2022-09-01 18:17:14,2023-01-22 12:54:00,143
8602,2919,57,39,1,4,318,2022-09-01 18:17:11,2023-01-22 12:54:02,143
8602,2920,16,0,0,38,154,2022-09-01 18:17:07,2023-01-23 22:54:44,145
8614,0,0,0,0,0,66,2022-09-22 11:03:49,2023-01-16 14:02:02,117
8614,1,0,0,0,2,12,2022-09-22 11:05:02,2022-11-25 13:19:13,65
8614,859,26,103,78,7,319,2022-10-06 10:38:55,2023-01-16 14:04:42,103
8614,1022,11,0,40,4,99,2022-10-10 09:05:13,2023-01-16 14:06:26,99
8614,2362,16,0,0,5,76,2022-10-06 10:38:17,2023-01-16 14:02:02,103
8626,0,0,0,0,0,75,2022-09-06 17:53:46,2023-01-23 10:59:52,139
8626,1,0,0,0,2,2,2022-09-06 17:54:13,2022-12-13 17:51:45,98
8626,2008,0,0,0,0,19,2022-09-27 13:07:58,2023-01-03 12:49:05,98
8626,2012,0,0,0,0,11,2022-09-27 13:06:43,2022-12-16 21:46:01,81
8626,2013,20,0,0,0,71,2022-09-27 13:09:27,2023-01-03 13:31:18,99
8626,2445,7,0,8,0,33,2022-09-27 11:46:39,2023-01-06 10:14:43,101
8626,2701,22,0,0,3,54,2022-09-27 11:44:57,2023-01-06 10:15:27,101
8626,2903,45,0,0,2,113,2022-09-27 13:05:41,2023-01-03 19:27:46,99
8632,0,0,0,0,0,121,2022-09-06 11:03:50,2023-01-09 09:49:02,125
8632,1216,29,0,0,0,93,2022-09-06 11:04:30,2023-01-03 21:03:29,120
8632,1842,1,0,0,0,4,2022-09-12 13:49:06,2022-09-20 12:50:26,8
8632,1862,0,0,0,0,4,2022-09-06 13:20:56,2022-12-19 20:17:05,105
8632,1867,2,0,14,0,45,2022-09-12 12:28:22,2022-12-21 14:43:06,101
8632,1869,0,0,0,0,4,2022-09-12 13:49:03,2022-12-19 20:18:03,99
8632,1870,0,0,0,0,8,2022-09-12 13:49:31,2022-12-20 20:23:28,100
8632,1871,11,0,24,0,64,2022-09-12 07:39:01,2023-01-09 10:05:58,120
8632,1873,2,0,0,0,21,2022-09-20 12:50:32,2022-12-29 08:53:47,100
8649,0,0,0,0,0,280,2022-09-06 17:27:44,2023-01-23 04:47:30,139
8649,1,0,0,0,45,45,2022-09-19 11:19:00,2023-01-23 04:47:19,126
8649,1445,6,48,1,0,65,2022-09-16 18:44:21,2022-10-27 09:08:00,41
8649,2015,1,0,0,0,9,2022-09-07 17:14:22,2022-10-08 14:39:11,31
8649,2016,16,0,0,0,32,2022-09-13 17:45:11,2022-11-03 07:26:35,51
8649,2018,48,0,0,0,116,2022-09-10 07:43:13,2022-12-21 12:18:19,103
8649,2020,7,0,0,0,17,2022-09-10 07:34:58,2022-10-25 08:29:17,46
8649,2022,40,0,0,0,95,2022-09-13 17:46:41,2023-01-10 11:19:04,119
8649,2623,0,0,0,0,1,2022-09-16 18:45:12,2022-09-16 18:45:12,1
8649,2703,17,0,0,0,32,2022-09-06 17:27:55,2022-10-24 04:47:14,48
8659,0,0,0,0,0,27,2022-11-20 19:59:45,2022-11-26 22:05:45,7
8659,1,0,0,0,1,1,2022-11-24 12:44:31,2022-11-24 12:44:31,1
8659,2673,0,0,22,15,61,2022-11-20 20:00:07,2022-11-26 22:04:13,7
8660,0,0,0,0,0,161,2022-10-06 05:22:28,2023-01-22 05:28:46,109
8660,1,0,0,0,3,11,2022-10-06 05:22:44,2023-01-22 05:28:33,109
8660,511,0,0,0,0,1,2023-01-15 20:40:27,2023-01-15 20:40:27,1
8660,2492,28,0,8,1,74,2022-10-06 05:25:25,2023-01-22 05:28:46,109
8660,2742,0,0,0,0,2,2022-10-11 04:55:56,2022-11-24 06:01:22,45
8660,2746,6,0,0,0,21,2022-10-06 05:24:32,2023-01-05 07:26:56,92
8660,2778,0,0,0,0,2,2022-12-05 08:44:43,2023-01-05 07:27:12,31
8660,2909,5,0,0,0,18,2022-10-06 05:23:58,2022-11-25 08:03:34,51
8687,0,0,0,0,0,4,2022-11-20 18:26:08,2022-11-20 18:26:36,1
8687,1,0,0,0,1,1,2022-11-20 18:26:11,2022-11-20 18:26:11,1
8687,607,0,0,0,0,1,2022-11-20 18:26:13,2022-11-20 18:26:13,1
8690,0,0,0,0,0,125,2022-10-24 07:16:41,2023-01-24 20:36:39,93
8690,1,0,0,0,41,41,2023-01-02 14:26:51,2023-01-24 20:36:44,23
8690,2321,24,0,20,0,107,2022-10-28 08:13:38,2023-01-19 10:30:18,84
8690,2328,11,0,22,0,66,2022-12-16 10:05:44,2023-01-24 20:36:48,40
8690,2331,14,0,18,0,54,2022-10-24 07:17:51,2023-01-23 11:13:41,92
8690,2336,0,0,0,0,1,2022-10-24 07:17:48,2022-10-24 07:17:48,1
8690,2548,0,0,0,0,2,2022-10-24 07:17:46,2023-01-10 13:24:09,79
8690,3035,0,0,0,0,8,2022-10-24 07:17:42,2023-01-21 21:43:25,90
8704,0,0,0,0,0,30,2022-09-07 08:41:03,2023-01-16 14:29:59,132
8704,1,0,0,0,3,3,2022-12-25 11:37:39,2023-01-16 13:28:41,23
8704,1157,0,0,0,0,4,2022-10-20 09:59:26,2023-01-09 11:48:28,82
8704,1812,0,0,0,0,1,2022-11-08 14:40:47,2022-11-08 14:40:47,1
8704,1815,0,0,0,0,3,2022-10-20 09:58:57,2022-11-12 13:02:34,24
8704,2821,0,0,0,0,1,2022-10-20 09:59:06,2022-10-20 09:59:06,1
8704,2913,3,0,0,0,5,2022-12-11 08:41:52,2022-12-11 08:44:38,1
8704,2923,3,0,0,0,11,2022-09-16 13:07:35,2023-01-05 07:48:35,111
8704,3014,0,0,0,0,1,2022-11-08 14:40:52,2022-11-08 14:40:52,1
8704,3085,0,0,0,0,1,2022-12-20 19:01:25,2022-12-20 19:01:25,1
8704,3125,0,0,0,0,1,2022-11-08 14:40:41,2022-11-08 14:40:41,1
8721,0,0,0,0,0,238,2022-09-06 09:03:02,2023-01-11 10:01:09,128
8721,1,0,0,0,1,1,2022-09-06 09:04:14,2022-09-06 09:04:14,1
8721,1445,44,48,1,0,141,2022-09-28 17:30:52,2022-10-06 05:59:51,8
8721,2016,13,0,0,0,22,2022-10-26 13:27:35,2022-10-27 16:22:09,2
8721,2018,28,0,0,0,87,2022-09-18 08:14:52,2022-11-10 09:08:00,54
8721,2022,75,0,0,0,159,2022-11-06 15:25:30,2023-01-11 10:01:19,66
8721,2703,29,0,0,1,60,2022-09-07 15:53:55,2022-10-30 10:47:17,53
8733,0,0,0,0,0,28,2022-10-20 08:25:37,2023-01-17 08:07:35,89
8733,1,0,0,0,3,3,2023-01-02 14:59:22,2023-01-17 08:01:05,15
