video_views,quiz_done_theory,quiz_done_application,pdf_views,chapter,quiz_score,cluster,cluster_name
5,2,0,2,5,1,1,Newbie (mới bắt đầu)
3,4,2,1,2,3,2,Active learner (học chăm)
13,1,0,4,3,1,1,Newbie (mới bắt đầu)
2,1,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
3,1,1,1,4,1,0,"Skipper (đi nhanh, ít học)"
1,0,0,1,1,0,0,"Skipper (đi nhanh, ít học)"
1,1,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
0,4,1,0,6,2,0,"Skipper (đi nhanh, ít học)"
1,1,0,0,4,1,0,"Skipper (đi nhanh, ít học)"
5,4,0,0,3,2,1,Newbie (mới bắt đầu)
3,6,3,2,1,2,2,Active learner (học chăm)
6,5,3,1,6,2,2,Active learner (học chăm)
2,3,1,0,4,3,0,"Skipper (đi nhanh, ít học)"
0,2,2,0,6,1,0,"Skipper (đi nhanh, ít học)"
2,4,1,1,3,2,0,"Skipper (đi nhanh, ít học)"
0,2,1,0,1,0,0,"Skipper (đi nhanh, ít học)"
5,3,1,2,4,1,1,Newbie (mới bắt đầu)
2,3,1,0,4,2,0,"Skipper (đi nhanh, ít học)"
0,1,1,0,5,0,0,"Skipper (đi nhanh, ít học)"
4,0,0,3,1,0,1,Newbie (mới bắt đầu)
2,3,2,2,3,2,0,"Skipper (đi nhanh, ít học)"
1,1,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
1,1,1,0,3,1,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,6,0,0,"Skipper (đi nhanh, ít học)"
2,3,2,2,4,2,0,"Skipper (đi nhanh, ít học)"
1,1,1,1,2,1,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
2,2,1,0,3,0,0,"Skipper (đi nhanh, ít học)"
6,2,0,3,3,1,1,Newbie (mới bắt đầu)
0,0,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
6,5,2,5,4,2,1,Newbie (mới bắt đầu)
5,3,1,2,3,2,1,Newbie (mới bắt đầu)
6,9,8,4,2,6,2,Active learner (học chăm)
4,3,1,2,1,2,1,Newbie (mới bắt đầu)
2,0,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
3,1,1,1,1,2,0,"Skipper (đi nhanh, ít học)"
2,6,3,0,5,3,2,Active learner (học chăm)
3,4,2,1,5,3,2,Active learner (học chăm)
4,2,1,3,1,1,1,Newbie (mới bắt đầu)
2,1,0,1,5,1,0,"Skipper (đi nhanh, ít học)"
1,7,2,1,3,3,2,Active learner (học chăm)
2,2,2,0,2,1,0,"Skipper (đi nhanh, ít học)"
1,2,1,0,5,1,0,"Skipper (đi nhanh, ít học)"
0,1,1,0,3,1,0,"Skipper (đi nhanh, ít học)"
2,3,1,1,2,1,0,"Skipper (đi nhanh, ít học)"
4,2,2,1,1,1,1,Newbie (mới bắt đầu)
2,2,2,0,5,2,0,"Skipper (đi nhanh, ít học)"
1,0,0,1,2,1,0,"Skipper (đi nhanh, ít học)"
1,2,1,0,2,1,0,"Skipper (đi nhanh, ít học)"
4,5,3,1,5,4,2,Active learner (học chăm)
8,4,1,2,2,3,1,Newbie (mới bắt đầu)
2,2,0,1,6,1,0,"Skipper (đi nhanh, ít học)"
4,4,3,1,3,2,2,Active learner (học chăm)
5,5,1,1,2,3,2,Active learner (học chăm)
0,1,1,0,4,0,0,"Skipper (đi nhanh, ít học)"
5,3,1,4,2,3,1,Newbie (mới bắt đầu)
3,0,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
10,3,1,3,1,3,1,Newbie (mới bắt đầu)
3,1,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
3,4,3,1,6,2,2,Active learner (học chăm)
1,4,3,0,1,2,0,"Skipper (đi nhanh, ít học)"
1,1,1,0,6,1,0,"Skipper (đi nhanh, ít học)"
3,4,3,2,3,2,2,Active learner (học chăm)
5,1,1,2,4,1,1,Newbie (mới bắt đầu)
3,3,1,0,5,1,0,"Skipper (đi nhanh, ít học)"
6,2,2,2,1,1,1,Newbie (mới bắt đầu)
2,4,2,0,6,2,2,Active learner (học chăm)
1,1,1,0,4,1,0,"Skipper (đi nhanh, ít học)"
1,0,0,1,5,0,0,"Skipper (đi nhanh, ít học)"
5,4,3,2,2,2,2,Active learner (học chăm)
7,1,1,3,3,3,1,Newbie (mới bắt đầu)
1,1,1,0,3,0,0,"Skipper (đi nhanh, ít học)"
5,3,2,0,1,2,1,Newbie (mới bắt đầu)
0,0,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
6,0,0,1,1,0,1,Newbie (mới bắt đầu)
5,3,2,0,5,2,1,Newbie (mới bắt đầu)
2,1,1,2,1,1,0,"Skipper (đi nhanh, ít học)"
3,3,1,0,6,1,0,"Skipper (đi nhanh, ít học)"
1,2,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
1,2,1,0,3,1,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
3,2,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,6,0,0,"Skipper (đi nhanh, ít học)"
2,0,0,0,2,0,0,"Skipper (đi nhanh, ít học)"
2,4,2,0,3,2,0,"Skipper (đi nhanh, ít học)"
6,1,1,5,1,3,1,Newbie (mới bắt đầu)
1,0,0,0,1,1,0,"Skipper (đi nhanh, ít học)"
5,4,1,4,5,2,1,Newbie (mới bắt đầu)
2,4,3,0,2,1,2,Active learner (học chăm)
2,4,3,1,2,3,2,Active learner (học chăm)
1,2,1,0,2,1,0,"Skipper (đi nhanh, ít học)"
0,2,0,0,6,2,0,"Skipper (đi nhanh, ít học)"
7,5,1,0,5,2,2,Active learner (học chăm)
2,2,2,0,3,1,0,"Skipper (đi nhanh, ít học)"
4,5,1,1,6,3,2,Active learner (học chăm)
3,4,2,5,3,2,1,Newbie (mới bắt đầu)
0,0,0,0,6,1,0,"Skipper (đi nhanh, ít học)"
2,1,1,0,1,0,0,"Skipper (đi nhanh, ít học)"
6,8,3,1,3,3,2,Active learner (học chăm)
3,1,0,1,3,0,0,"Skipper (đi nhanh, ít học)"
3,0,0,1,1,0,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
4,5,3,3,4,2,2,Active learner (học chăm)
4,1,1,3,1,1,1,Newbie (mới bắt đầu)
5,1,1,4,2,1,1,Newbie (mới bắt đầu)
6,2,0,3,6,1,1,Newbie (mới bắt đầu)
4,4,2,0,3,3,2,Active learner (học chăm)
4,4,2,1,4,2,2,Active learner (học chăm)
2,1,1,0,5,2,0,"Skipper (đi nhanh, ít học)"
3,4,2,0,1,3,2,Active learner (học chăm)
1,0,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
1,3,1,0,5,2,0,"Skipper (đi nhanh, ít học)"
9,3,1,2,6,2,1,Newbie (mới bắt đầu)
8,5,4,5,2,5,2,Active learner (học chăm)
5,7,4,1,1,3,2,Active learner (học chăm)
3,1,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
3,6,5,2,3,3,2,Active learner (học chăm)
0,1,1,0,2,0,0,"Skipper (đi nhanh, ít học)"
3,0,0,2,3,0,0,"Skipper (đi nhanh, ít học)"
6,3,1,0,1,1,1,Newbie (mới bắt đầu)
2,2,1,0,4,1,0,"Skipper (đi nhanh, ít học)"
3,2,1,1,6,2,0,"Skipper (đi nhanh, ít học)"
3,0,0,1,1,0,0,"Skipper (đi nhanh, ít học)"
5,6,3,1,1,3,2,Active learner (học chăm)
9,6,3,6,1,5,1,Newbie (mới bắt đầu)
1,1,1,0,6,1,0,"Skipper (đi nhanh, ít học)"
4,1,0,3,3,0,1,Newbie (mới bắt đầu)
1,2,1,0,2,1,0,"Skipper (đi nhanh, ít học)"
7,7,2,1,3,3,2,Active learner (học chăm)
3,0,0,0,5,1,0,"Skipper (đi nhanh, ít học)"
5,0,0,0,4,0,1,Newbie (mới bắt đầu)
2,2,0,2,2,0,0,"Skipper (đi nhanh, ít học)"
1,1,1,0,2,0,0,"Skipper (đi nhanh, ít học)"
1,0,0,0,6,0,0,"Skipper (đi nhanh, ít học)"
6,3,2,1,5,2,1,Newbie (mới bắt đầu)
3,3,3,1,1,2,2,Active learner (học chăm)
1,2,1,0,3,2,0,"Skipper (đi nhanh, ít học)"
3,9,4,4,1,4,2,Active learner (học chăm)
3,1,0,1,3,1,0,"Skipper (đi nhanh, ít học)"
4,3,2,3,6,2,1,Newbie (mới bắt đầu)
2,2,1,1,1,2,0,"Skipper (đi nhanh, ít học)"
5,4,0,1,2,1,1,Newbie (mới bắt đầu)
4,4,3,0,3,3,2,Active learner (học chăm)
10,4,3,6,3,3,1,Newbie (mới bắt đầu)
5,2,2,1,1,1,1,Newbie (mới bắt đầu)
4,0,0,3,2,1,1,Newbie (mới bắt đầu)
2,7,3,2,2,3,2,Active learner (học chăm)
4,2,1,1,2,1,1,Newbie (mới bắt đầu)
4,5,3,2,6,3,2,Active learner (học chăm)
1,2,1,0,6,1,0,"Skipper (đi nhanh, ít học)"
7,3,1,3,4,1,1,Newbie (mới bắt đầu)
2,0,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
1,1,1,0,4,2,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
2,3,0,0,5,2,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
3,1,0,0,1,1,0,"Skipper (đi nhanh, ít học)"
1,0,0,0,6,1,0,"Skipper (đi nhanh, ít học)"
1,1,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
2,3,1,0,6,0,0,"Skipper (đi nhanh, ít học)"
3,0,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
4,4,2,0,1,3,2,Active learner (học chăm)
5,3,2,0,4,2,1,Newbie (mới bắt đầu)
6,3,1,1,1,1,1,Newbie (mới bắt đầu)
1,0,0,0,2,1,0,"Skipper (đi nhanh, ít học)"
3,3,1,0,2,1,0,"Skipper (đi nhanh, ít học)"
5,2,0,1,3,1,1,Newbie (mới bắt đầu)
0,1,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
1,4,0,0,1,2,0,"Skipper (đi nhanh, ít học)"
2,2,1,1,3,1,0,"Skipper (đi nhanh, ít học)"
2,2,2,0,5,2,0,"Skipper (đi nhanh, ít học)"
3,2,2,1,3,2,0,"Skipper (đi nhanh, ít học)"
2,1,0,0,2,1,0,"Skipper (đi nhanh, ít học)"
7,3,1,3,3,2,1,Newbie (mới bắt đầu)
1,2,2,1,2,2,0,"Skipper (đi nhanh, ít học)"
5,4,3,2,3,3,2,Active learner (học chăm)
0,0,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
1,1,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
4,2,2,2,2,2,1,Newbie (mới bắt đầu)
2,1,0,1,1,0,0,"Skipper (đi nhanh, ít học)"
7,2,2,0,5,3,1,Newbie (mới bắt đầu)
2,2,2,0,1,2,0,"Skipper (đi nhanh, ít học)"
1,2,2,0,5,2,0,"Skipper (đi nhanh, ít học)"
5,5,1,1,6,3,2,Active learner (học chăm)
0,1,0,0,3,1,0,"Skipper (đi nhanh, ít học)"
2,2,1,1,5,1,0,"Skipper (đi nhanh, ít học)"
0,2,1,0,3,1,0,"Skipper (đi nhanh, ít học)"
2,3,1,0,1,2,0,"Skipper (đi nhanh, ít học)"
1,2,0,0,1,1,0,"Skipper (đi nhanh, ít học)"
4,2,1,2,6,2,1,Newbie (mới bắt đầu)
6,4,1,2,5,2,1,Newbie (mới bắt đầu)
2,4,3,0,6,2,2,Active learner (học chăm)
1,3,3,0,2,3,0,"Skipper (đi nhanh, ít học)"
9,3,1,3,1,2,1,Newbie (mới bắt đầu)
1,0,0,1,2,1,0,"Skipper (đi nhanh, ít học)"
4,1,0,0,5,1,0,"Skipper (đi nhanh, ít học)"
3,3,2,1,1,2,0,"Skipper (đi nhanh, ít học)"
2,3,1,1,3,1,0,"Skipper (đi nhanh, ít học)"
5,3,1,1,5,1,1,Newbie (mới bắt đầu)
9,8,3,3,6,4,2,Active learner (học chăm)
2,0,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
4,4,2,0,2,2,2,Active learner (học chăm)
2,3,1,0,3,1,0,"Skipper (đi nhanh, ít học)"
6,3,2,0,3,1,1,Newbie (mới bắt đầu)
2,3,3,1,2,3,0,"Skipper (đi nhanh, ít học)"
2,1,1,2,1,2,0,"Skipper (đi nhanh, ít học)"
0,1,1,0,2,2,0,"Skipper (đi nhanh, ít học)"
2,3,1,0,1,1,0,"Skipper (đi nhanh, ít học)"
2,2,2,1,1,1,0,"Skipper (đi nhanh, ít học)"
9,5,3,7,6,4,1,Newbie (mới bắt đầu)
2,2,1,0,4,1,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,6,0,0,"Skipper (đi nhanh, ít học)"
1,6,2,0,4,2,2,Active learner (học chăm)
0,4,3,0,4,2,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
4,2,2,3,3,2,1,Newbie (mới bắt đầu)
2,3,2,0,1,2,0,"Skipper (đi nhanh, ít học)"
3,1,0,2,4,1,0,"Skipper (đi nhanh, ít học)"
7,7,3,2,5,4,2,Active learner (học chăm)
6,3,2,2,3,2,1,Newbie (mới bắt đầu)
4,1,0,1,4,0,1,Newbie (mới bắt đầu)
2,6,3,1,5,2,2,Active learner (học chăm)
2,1,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,2,0,0,"Skipper (đi nhanh, ít học)"
3,3,2,2,2,1,1,Newbie (mới bắt đầu)
3,5,2,0,6,2,2,Active learner (học chăm)
1,1,0,0,6,0,0,"Skipper (đi nhanh, ít học)"
2,7,5,2,6,3,2,Active learner (học chăm)
5,5,2,0,4,3,2,Active learner (học chăm)
2,5,2,1,5,3,2,Active learner (học chăm)
3,1,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
0,1,1,0,2,0,0,"Skipper (đi nhanh, ít học)"
2,2,1,0,2,1,0,"Skipper (đi nhanh, ít học)"
1,1,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
5,5,2,0,6,3,2,Active learner (học chăm)
3,1,1,1,2,1,0,"Skipper (đi nhanh, ít học)"
2,2,1,1,2,1,0,"Skipper (đi nhanh, ít học)"
10,7,3,6,6,5,2,Active learner (học chăm)
1,3,2,0,3,3,0,"Skipper (đi nhanh, ít học)"
0,3,2,0,4,2,0,"Skipper (đi nhanh, ít học)"
1,1,1,0,1,0,0,"Skipper (đi nhanh, ít học)"
4,2,1,1,3,0,1,Newbie (mới bắt đầu)
6,2,2,4,2,2,1,Newbie (mới bắt đầu)
1,0,0,0,2,0,0,"Skipper (đi nhanh, ít học)"
1,0,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
1,0,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
0,4,2,0,1,2,0,"Skipper (đi nhanh, ít học)"
3,1,1,0,4,1,0,"Skipper (đi nhanh, ít học)"
6,5,2,2,3,3,2,Active learner (học chăm)
10,0,0,8,2,1,1,Newbie (mới bắt đầu)
5,5,2,1,5,3,2,Active learner (học chăm)
10,8,4,3,5,5,2,Active learner (học chăm)
2,1,1,2,3,2,0,"Skipper (đi nhanh, ít học)"
5,2,1,4,2,1,1,Newbie (mới bắt đầu)
4,1,1,5,6,1,1,Newbie (mới bắt đầu)
3,5,2,2,6,3,2,Active learner (học chăm)
8,10,6,3,5,5,2,Active learner (học chăm)
1,0,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
0,2,1,0,6,2,0,"Skipper (đi nhanh, ít học)"
3,1,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
8,3,1,2,6,2,1,Newbie (mới bắt đầu)
8,1,0,8,3,0,1,Newbie (mới bắt đầu)
5,3,2,2,4,2,1,Newbie (mới bắt đầu)
3,2,0,0,1,1,0,"Skipper (đi nhanh, ít học)"
10,4,1,4,4,3,1,Newbie (mới bắt đầu)
0,0,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,2,1,0,"Skipper (đi nhanh, ít học)"
2,1,0,0,3,1,0,"Skipper (đi nhanh, ít học)"
1,2,1,1,6,1,0,"Skipper (đi nhanh, ít học)"
8,4,1,1,1,2,1,Newbie (mới bắt đầu)
2,1,1,0,2,1,0,"Skipper (đi nhanh, ít học)"
1,2,0,0,1,1,0,"Skipper (đi nhanh, ít học)"
6,3,2,1,3,1,1,Newbie (mới bắt đầu)
3,2,1,1,2,1,0,"Skipper (đi nhanh, ít học)"
6,1,0,4,1,0,1,Newbie (mới bắt đầu)
1,0,0,0,4,1,0,"Skipper (đi nhanh, ít học)"
1,1,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
2,1,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
1,0,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
2,1,0,2,1,0,0,"Skipper (đi nhanh, ít học)"
7,6,4,2,4,4,2,Active learner (học chăm)
1,3,1,0,1,2,0,"Skipper (đi nhanh, ít học)"
2,0,0,2,4,1,0,"Skipper (đi nhanh, ít học)"
5,6,3,2,1,4,2,Active learner (học chăm)
6,1,0,1,2,1,1,Newbie (mới bắt đầu)
1,2,2,0,4,2,0,"Skipper (đi nhanh, ít học)"
2,3,1,1,3,1,0,"Skipper (đi nhanh, ít học)"
3,3,1,2,2,1,1,Newbie (mới bắt đầu)
1,1,0,1,3,1,0,"Skipper (đi nhanh, ít học)"
1,2,2,1,2,1,0,"Skipper (đi nhanh, ít học)"
5,2,1,1,1,1,1,Newbie (mới bắt đầu)
1,3,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
0,2,0,0,6,1,0,"Skipper (đi nhanh, ít học)"
0,2,2,0,3,2,0,"Skipper (đi nhanh, ít học)"
3,3,2,2,2,1,1,Newbie (mới bắt đầu)
8,2,0,2,4,1,1,Newbie (mới bắt đầu)
5,4,1,2,4,3,1,Newbie (mới bắt đầu)
0,2,0,0,1,1,0,"Skipper (đi nhanh, ít học)"
1,0,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
5,7,2,5,2,4,2,Active learner (học chăm)
0,0,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
6,0,0,2,6,1,1,Newbie (mới bắt đầu)
5,7,2,0,1,4,2,Active learner (học chăm)
1,1,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
1,0,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
4,4,0,3,2,1,1,Newbie (mới bắt đầu)
6,6,4,4,3,5,2,Active learner (học chăm)
3,5,2,1,4,2,2,Active learner (học chăm)
2,0,0,0,3,1,0,"Skipper (đi nhanh, ít học)"
10,2,1,3,4,1,1,Newbie (mới bắt đầu)
1,2,2,0,1,2,0,"Skipper (đi nhanh, ít học)"
3,2,1,0,1,1,0,"Skipper (đi nhanh, ít học)"
1,0,0,0,5,1,0,"Skipper (đi nhanh, ít học)"
0,2,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
1,1,0,1,1,0,0,"Skipper (đi nhanh, ít học)"
4,4,2,2,5,3,2,Active learner (học chăm)
7,6,3,1,6,3,2,Active learner (học chăm)
0,0,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
4,4,2,3,3,1,2,Active learner (học chăm)
6,2,1,4,2,2,1,Newbie (mới bắt đầu)
0,0,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
4,4,2,1,3,2,2,Active learner (học chăm)
5,1,1,3,1,1,1,Newbie (mới bắt đầu)
7,3,1,3,4,2,1,Newbie (mới bắt đầu)
3,2,1,1,6,1,0,"Skipper (đi nhanh, ít học)"
2,2,2,0,5,2,0,"Skipper (đi nhanh, ít học)"
4,3,1,0,5,2,1,Newbie (mới bắt đầu)
2,1,0,3,2,1,0,"Skipper (đi nhanh, ít học)"
4,0,0,0,4,1,0,"Skipper (đi nhanh, ít học)"
1,0,0,0,5,1,0,"Skipper (đi nhanh, ít học)"
2,1,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
5,3,2,0,3,2,1,Newbie (mới bắt đầu)
1,2,2,0,3,2,0,"Skipper (đi nhanh, ít học)"
5,6,4,2,6,5,2,Active learner (học chăm)
7,5,3,2,4,4,2,Active learner (học chăm)
5,2,1,2,1,2,1,Newbie (mới bắt đầu)
2,2,1,0,3,3,0,"Skipper (đi nhanh, ít học)"
3,1,0,0,5,1,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,1,2,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,2,0,0,"Skipper (đi nhanh, ít học)"
2,1,1,1,5,0,0,"Skipper (đi nhanh, ít học)"
3,1,0,2,3,0,0,"Skipper (đi nhanh, ít học)"
2,4,2,2,2,2,2,Active learner (học chăm)
3,5,2,0,4,3,2,Active learner (học chăm)
3,6,4,3,4,3,2,Active learner (học chăm)
0,1,1,0,3,1,0,"Skipper (đi nhanh, ít học)"
3,3,0,0,1,2,0,"Skipper (đi nhanh, ít học)"
2,1,1,1,6,1,0,"Skipper (đi nhanh, ít học)"
6,1,0,1,1,2,1,Newbie (mới bắt đầu)
3,5,3,3,5,3,2,Active learner (học chăm)
0,0,0,0,4,1,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
1,2,1,1,1,1,0,"Skipper (đi nhanh, ít học)"
4,3,2,2,2,2,1,Newbie (mới bắt đầu)
2,1,0,2,1,0,0,"Skipper (đi nhanh, ít học)"
3,3,2,1,6,2,2,Active learner (học chăm)
0,1,1,0,5,1,0,"Skipper (đi nhanh, ít học)"
3,3,0,0,6,3,0,"Skipper (đi nhanh, ít học)"
0,2,1,0,6,0,0,"Skipper (đi nhanh, ít học)"
1,1,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
3,1,1,3,4,1,1,Newbie (mới bắt đầu)
3,3,2,1,3,2,0,"Skipper (đi nhanh, ít học)"
3,4,2,1,1,1,2,Active learner (học chăm)
1,3,1,0,3,2,0,"Skipper (đi nhanh, ít học)"
1,5,4,2,1,2,2,Active learner (học chăm)
0,0,0,0,6,0,0,"Skipper (đi nhanh, ít học)"
8,4,2,2,5,4,1,Newbie (mới bắt đầu)
3,1,1,4,5,1,1,Newbie (mới bắt đầu)
2,1,1,2,1,1,0,"Skipper (đi nhanh, ít học)"
3,0,0,0,1,1,0,"Skipper (đi nhanh, ít học)"
1,1,0,1,2,0,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,5,1,0,"Skipper (đi nhanh, ít học)"
2,0,0,1,3,0,0,"Skipper (đi nhanh, ít học)"
2,1,1,0,4,1,0,"Skipper (đi nhanh, ít học)"
3,1,0,2,1,0,0,"Skipper (đi nhanh, ít học)"
2,4,2,1,3,1,2,Active learner (học chăm)
3,2,0,1,3,1,0,"Skipper (đi nhanh, ít học)"
2,1,1,0,6,1,0,"Skipper (đi nhanh, ít học)"
1,3,1,0,4,2,0,"Skipper (đi nhanh, ít học)"
0,1,1,0,1,0,0,"Skipper (đi nhanh, ít học)"
11,8,2,4,4,4,2,Active learner (học chăm)
1,0,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
4,2,0,0,5,0,0,"Skipper (đi nhanh, ít học)"
1,0,0,0,3,0,0,"Skipper (đi nhanh, ít học)"
2,3,2,1,5,1,0,"Skipper (đi nhanh, ít học)"
6,6,3,2,4,4,2,Active learner (học chăm)
3,1,1,3,1,0,1,Newbie (mới bắt đầu)
4,5,1,2,6,3,2,Active learner (học chăm)
2,0,0,1,6,0,0,"Skipper (đi nhanh, ít học)"
3,2,1,2,2,1,0,"Skipper (đi nhanh, ít học)"
2,2,2,0,4,1,0,"Skipper (đi nhanh, ít học)"
2,0,0,3,2,0,0,"Skipper (đi nhanh, ít học)"
5,0,0,4,2,0,1,Newbie (mới bắt đầu)
4,4,2,2,6,3,2,Active learner (học chăm)
0,2,1,0,6,2,0,"Skipper (đi nhanh, ít học)"
11,6,2,3,2,3,1,Newbie (mới bắt đầu)
1,0,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
3,5,3,1,1,3,2,Active learner (học chăm)
3,1,1,1,3,2,0,"Skipper (đi nhanh, ít học)"
7,2,0,5,6,1,1,Newbie (mới bắt đầu)
2,1,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
2,4,0,0,2,1,0,"Skipper (đi nhanh, ít học)"
0,1,1,0,6,1,0,"Skipper (đi nhanh, ít học)"
1,3,3,1,2,1,0,"Skipper (đi nhanh, ít học)"
2,0,0,0,1,0,0,"Skipper (đi nhanh, ít học)"
4,4,1,2,2,2,1,Newbie (mới bắt đầu)
4,1,1,1,3,1,1,Newbie (mới bắt đầu)
11,3,2,3,4,3,1,Newbie (mới bắt đầu)
4,0,0,3,2,0,1,Newbie (mới bắt đầu)
3,3,3,2,1,2,2,Active learner (học chăm)
8,4,2,1,5,4,1,Newbie (mới bắt đầu)
4,3,1,1,2,1,1,Newbie (mới bắt đầu)
0,2,2,0,1,1,0,"Skipper (đi nhanh, ít học)"
0,2,2,0,5,1,0,"Skipper (đi nhanh, ít học)"
10,2,1,0,6,2,1,Newbie (mới bắt đầu)
0,3,1,0,6,1,0,"Skipper (đi nhanh, ít học)"
5,1,1,4,3,1,1,Newbie (mới bắt đầu)
5,1,0,5,2,0,1,Newbie (mới bắt đầu)
1,1,1,0,5,0,0,"Skipper (đi nhanh, ít học)"
3,2,2,1,1,1,0,"Skipper (đi nhanh, ít học)"
0,0,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
10,3,1,3,6,3,1,Newbie (mới bắt đầu)
1,2,0,0,6,0,0,"Skipper (đi nhanh, ít học)"
5,4,0,1,3,0,1,Newbie (mới bắt đầu)
4,1,1,2,6,0,1,Newbie (mới bắt đầu)
7,3,2,5,1,2,1,Newbie (mới bắt đầu)
3,2,1,1,1,1,0,"Skipper (đi nhanh, ít học)"
6,3,3,4,4,3,1,Newbie (mới bắt đầu)
4,3,3,2,6,2,2,Active learner (học chăm)
0,1,1,0,1,1,0,"Skipper (đi nhanh, ít học)"
0,1,1,0,2,0,0,"Skipper (đi nhanh, ít học)"
2,3,2,0,6,0,0,"Skipper (đi nhanh, ít học)"
5,2,0,1,5,0,1,Newbie (mới bắt đầu)
8,1,0,6,2,1,1,Newbie (mới bắt đầu)
3,3,2,0,5,2,0,"Skipper (đi nhanh, ít học)"
1,5,1,0,3,1,0,"Skipper (đi nhanh, ít học)"
2,1,0,0,2,0,0,"Skipper (đi nhanh, ít học)"
0,1,0,0,3,1,0,"Skipper (đi nhanh, ít học)"
3,5,2,2,2,2,2,Active learner (học chăm)
0,1,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
2,1,1,0,2,1,0,"Skipper (đi nhanh, ít học)"
1,0,0,1,3,0,0,"Skipper (đi nhanh, ít học)"
0,2,1,0,4,2,0,"Skipper (đi nhanh, ít học)"
2,4,2,1,5,1,2,Active learner (học chăm)
1,0,0,1,1,1,0,"Skipper (đi nhanh, ít học)"
1,2,2,0,4,2,0,"Skipper (đi nhanh, ít học)"
3,1,1,1,5,1,0,"Skipper (đi nhanh, ít học)"
1,1,0,0,4,0,0,"Skipper (đi nhanh, ít học)"
